,0
0,
1,"[1871, 1857, 1966, 2219, 2680, 3254, 3892, 4094, 4094, 4095, 4094, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4094, 4094, 4094, 4094, 4095, 4095, 4094, 4095, 4094, 4095, 4094, 4095, 4095, 4095, 4094, 4094, 4095, 4095, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4086, 3587, 3090, 2676, 2348, 2114, 1991, 1942, 1993, 2135, 2424, 2752, 3128, 3539, 3916, 4087, 4094, 4094, 4092, 3906, 3451, 2965, 2489, 2022, 1517, 974, 437, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 172, 888, 1524, 2083, 2524, 2796, 2882, 2825, 2637, 2345, 2004, 1628, 1198, 718, 245, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 105, 505, 786, 931, 938, 833, 679, 460, 218, 11, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 28, 241, 414, 532, 590, 615, 607, 575, 519, 427, 329, 241, 172, 109, 75, 47, 47, 74, 140, 268, 430, 641, 873, 1116, 1393, 1666, 1894, 2147, 2404, 2647, 2869, 3055, 3189, 3270, 3261, 3143, 2969, 2712, 2397, 2020, 1567, 1078, 610, 211, 5, 0, 1, 1, 1, 1, 1, 2, 362, 924, 1454, 1938, 2343, 2699, 2997, 3186, 3329, 3417, 3448, 3419, 3343, 3212, 3060, 2840, 2600, 2346, 2055, 1746, 1417, 1058, 745, 501, 282, 106, 19, 6, 26, 145, 352, 661, 1011, 1439, 1837, 2168, 2498, 2860, 3189, 3422, 3617, 3819, 3981, 4067, 4087, 4090, 4089, 4072, 3952, 3768, 3581, 3396, 3209, 3018, 2834, 2696, 2574, 2460, 2349, 2257, 2189, 2138, 2036, 1958, 1909, 1884, 1868, 1862, 1880, 1954, 2018, 2076, 2124, 2174, 2236, 2271, 2266, 2289, 2320, 2355, 2391, 2416, 2462, 2523, 2564, 2598, 2634, 2685, 2753, 2817, 2880, 2985, 3120, 3295, 3474, 3616, 3763, 3851, 3868, 3814, 3713, 3566, 3380, 3115, 2856, 2605, 2357, 2104, 1862, 1666, 1545, 1413, 1304, 1235, 1210, 1230, 1276, 1321, 1432, 1602, 1826, 2039, 2268, 2523, 2819, 3073, 3280, 3482, 3638, 3777, 3841, 3848, 3841, 3815, 3760, 3672, 3554, 3445, 3301, 3105, 2895, 2667, 2439, 2201, 1899, 1649, 1459, 1281, 1145, 1047, 999, 1059, 1142, 1261, 1422, 1595, 1774, 1984, 2159, 2371, 2621, 2880, 3132, 3396, 3685, 3963, 4090, 4094, 4094, 4095, 4094, 4095, 4095, 4094, 4094, 4095, 4095, 4095, 4094, 4094, 4094, 4093, 4049, 3695, 3374, 3030, 2725, 2458, 2230, 2041, 1889, 1799, 1788, 1800, 1808, 1844, 1902, 1979, 2129, 2145, 2174, 2223, 2338, 2467, 2642, 2821, 3117, 3374, 3572, 3729, 3902, 4068, 4093, 4094, 4095, 4095, 4095, 4094, 4095, 4094, 4094, 4094, 4094, 4095, 4095, 4094, 4092, 4004, 3734, 3551, 3399, 3257, 3132, 3031, 2924, 2782, 2641, 2503, 2363, 2205, 2077, 1976, 1909, 1873, 1865, 1945, 2119, 2284, 2429, 2583, 2752, 2947, 3125, 3242, 3360, 3457, 3604, 3743, 3814, 3864, 3989, 4065, 4089, 4090, 4091, 4092, 4090, 4080, 4001, 3877, 3797, 3717, 3640, 3631, 3626, 3625, 3598, 3577, 3489, 3394, 3319, 3219, 1279]"
2,"[2564, 2952, 3386, 3936, 4094, 4095, 4095, 4095, 4095, 4095, 4094, 4095, 4095, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4095, 2615, 3374, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4095, 4094, 4094, 4094, 4094, 4094, 4095, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4093, 4095, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4093, 4094, 4094, 4094, 4094, 4093, 4030, 3445, 2907, 2436, 2049, 1773, 1636, 1575, 1635, 1856, 2194, 2583, 3051, 3547, 3987, 4093, 4094, 4094, 4095, 4094, 3962, 3437, 2919, 2424, 1930, 1435, 966, 521, 112, 1, 1, 1, 0, 1, 1, 1, 1, 433, 1089, 1733, 2313, 2762, 3044, 3158, 3118, 2935, 2642, 2280, 1860, 1387, 888, 358, 3, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 87, 303, 402, 389, 284, 134, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 70, 282, 458, 590, 690, 744, 734, 689, 616, 506, 347, 181, 56, 3, 1, 1, 1, 0, 1, 1, 1, 1, 13, 348, 674, 972, 1258, 1518, 1773, 2037, 2302, 2568, 2811, 3020, 3177, 3253, 3227, 3107, 2865, 2525, 2112, 1646, 1183, 760, 367, 46, 1, 1, 1, 1, 1, 1, 4, 415, 899, 1393, 1868, 2329, 2757, 3183, 3506, 3743, 3923, 4028, 4056, 4039, 3925, 3760, 3556, 3310, 3059, 2758, 2441, 2135, 1785, 1469, 1164, 864, 606, 370, 189, 104, 94, 175, 343, 587, 950, 1364, 1764, 2168, 2524, 2825, 3095, 3265, 3406, 3517, 3613, 3691, 3742, 3764, 3797, 3788, 3731, 3619, 3479, 3323, 3123, 2871, 2648, 2453, 2279, 2134, 2026, 1966, 1979, 2002, 2027, 2058, 2092, 2120, 2133, 2112, 2112, 2132, 2163, 2195, 2227, 2281, 2355, 2404, 2428, 2449, 2461, 2473, 2448, 2409, 2395, 2403, 2418, 2445, 2492, 2595, 2723, 2857, 3004, 3156, 3290, 3432, 3548, 3634, 3738, 3845, 3903, 3910, 3881, 3864, 3790, 3658, 3496, 3306, 3110, 2878, 2609, 2359, 2120, 1913, 1725, 1552, 1448, 1408, 1386, 1381, 1409, 1477, 1575, 1676, 1786, 1946, 2138, 2324, 2533, 2741, 2981, 3231, 3444, 3607, 3729, 3821, 3869, 3813, 3739, 3643, 3531, 3400, 3252, 3082, 2948, 2785, 2590, 2369, 2151, 1945, 1728, 1480, 1292, 1143, 1039, 971, 952, 1007, 1136, 1280, 1450, 1625, 1814, 2024, 2216, 2386, 2569, 2772, 2978, 3190, 3407, 3653, 3900, 4056, 4091, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4094, 4028, 3713, 3419, 3158, 2883, 2594, 2347, 2144, 1979, 1859, 1781, 1770, 1821, 1873, 1945, 2023, 2093, 2163, 2201, 2246, 2330, 2448, 2556, 2680, 2836, 3067, 3339, 3591, 3802, 3968, 4074, 4092, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4093, 4065, 3794, 3560, 3395, 3247, 3093, 2985, 2877, 2742, 2588, 2428, 2274, 2135, 1971, 1845, 1762, 1717, 1711, 1725, 1778, 1929, 2085, 2245, 2433, 2574, 2700, 2833, 2935, 3051, 3117, 3230, 3376, 3521, 3683, 3850, 3967, 4048, 4077, 4090, 4093, 4093, 4092, 4089, 4030, 3908, 3822, 3725, 3687, 3676, 3609, 3526, 3482]"
3,"[2429, 2832, 3301, 3804, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4093, 4094, 4094, 4094, 4094, 4094, 4093, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4094, 4094, 4094, 4094, 4095, 4094, 4080, 3547, 3015, 2563, 2192, 1922, 1748, 1657, 1697, 1879, 2216, 2665, 3151, 3660, 4070, 4094, 4094, 4094, 4094, 4093, 4057, 3503, 2945, 2380, 1799, 1282, 785, 334, 6, 1, 1, 1, 1, 1, 1, 1, 1, 406, 1066, 1661, 2212, 2611, 2873, 2989, 2960, 2808, 2549, 2210, 1817, 1396, 930, 422, 6, 0, 1, 1, 1, 0, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1, 2, 75, 165, 160, 92, 14, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 3, 163, 366, 524, 641, 710, 717, 680, 601, 488, 349, 196, 38, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 66, 488, 893, 1265, 1604, 1944, 2278, 2576, 2812, 3041, 3207, 3296, 3269, 3129, 2909, 2600, 2202, 1747, 1261, 782, 348, 13, 1, 1, 1, 1, 1, 1, 16, 553, 1081, 1613, 2130, 2576, 2954, 3256, 3500, 3691, 3835, 3915, 3933, 3903, 3830, 3708, 3518, 3286, 3020, 2744, 2399, 2003, 1652, 1326, 996, 732, 499, 332, 248, 218, 228, 298, 452, 682, 996, 1293, 1620, 1969, 2323, 2628, 2908, 3145, 3364, 3531, 3649, 3733, 3786, 3819, 3811, 3743, 3664, 3573, 3466, 3330, 3184, 3053, 2934, 2792, 2658, 2514, 2373, 2266, 2151, 2044, 1987, 1958, 1950, 1952, 1964, 2021, 2090, 2147, 2204, 2253, 2294, 2332, 2328, 2320, 2328, 2342, 2365, 2373, 2383, 2445, 2505, 2545, 2576, 2610, 2663, 2714, 2739, 2827, 2966, 3102, 3278, 3502, 3712, 3938, 4072, 4092, 4094, 4094, 4093, 4094, 4088, 3824, 3524, 3262, 3004, 2756, 2569, 2394, 2212, 2024, 1842, 1687, 1567, 1444, 1361, 1348, 1388, 1472, 1576, 1718, 1948, 2173, 2380, 2595, 2811, 2988, 3143, 3252, 3346, 3443, 3546, 3624, 3658, 3688, 3712, 3675, 3579, 3441, 3267, 3067, 2821, 2539, 2258, 1996, 1764, 1533, 1329, 1187, 1088, 984, 917, 881, 881, 938, 992, 1079, 1232, 1426, 1671, 1946, 2242, 2546, 2834, 3076, 3323, 3560, 3750, 3925, 4022, 4082, 4092, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4095, 4095, 4094, 4092, 3873, 3535, 3248, 2981, 2737, 2554, 2409, 2269, 2149, 2059, 1992, 1957, 1908, 1883, 1904, 1960, 2043, 2135, 2253, 2424, 2578, 2726, 2825, 2934, 3066, 3193, 3329, 3433, 3523, 3692, 3875, 4002, 4085, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4093, 4093, 4087, 3982, 3822, 3650, 3485, 3326, 3156, 2940, 2746, 2555, 2374, 2214, 2072, 1960, 1899, 1845, 1797, 1741, 1737, 1767, 1829, 1907, 2013, 2157, 2324, 2460, 2592, 2790, 2969, 3147, 3294, 3427, 3513, 3601, 3633, 3649, 3686, 3736, 3754, 3757, 3768, 3851, 3912, 3914, 3868, 3854, 3760, 3682, 3607, 3567, 3541, 3518]"
4,"[2434, 2755, 3159, 3646, 4089, 4094, 4094, 4093, 4094, 4094, 4093, 4095, 4094, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4092, 3661, 3111, 2630, 2233, 1935, 1754, 1689, 1706, 1852, 2102, 2423, 2820, 3266, 3692, 4002, 4088, 4092, 4087, 3857, 3490, 3081, 2635, 2155, 1684, 1211, 747, 309, 3, 0, 0, 0, 1, 1, 0, 1, 2, 320, 950, 1586, 2183, 2692, 3029, 3235, 3299, 3228, 3044, 2778, 2478, 2107, 1660, 1197, 720, 259, 2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 38, 260, 450, 582, 675, 734, 756, 737, 676, 585, 478, 339, 173, 17, 2, 1, 1, 1, 1, 1, 1, 1, 3, 267, 623, 948, 1250, 1545, 1818, 2091, 2340, 2541, 2731, 2891, 3012, 3064, 3029, 2911, 2700, 2364, 1955, 1495, 1078, 648, 190, 2, 1, 1, 1, 1, 1, 1, 1, 3, 379, 886, 1391, 1891, 2319, 2645, 2918, 3166, 3380, 3528, 3600, 3638, 3605, 3509, 3381, 3208, 2987, 2753, 2465, 2158, 1863, 1566, 1291, 995, 774, 656, 534, 465, 473, 547, 700, 909, 1170, 1523, 1937, 2345, 2689, 3004, 3302, 3578, 3766, 3910, 4016, 4065, 4081, 4083, 4061, 4007, 3925, 3823, 3696, 3543, 3414, 3292, 3120, 2950, 2782, 2628, 2477, 2300, 2144, 2019, 1927, 1854, 1801, 1758, 1778, 1799, 1818, 1841, 1875, 1928, 1978, 1992, 2018, 2070, 2136, 2198, 2258, 2319, 2404, 2458, 2479, 2483, 2469, 2456, 2433, 2382, 2380, 2430, 2507, 2613, 2792, 3002, 3212, 3425, 3628, 3776, 3909, 3983, 3958, 3858, 3730, 3565, 3382, 3181, 2967, 2807, 2660, 2489, 2307, 2149, 2013, 1900, 1768, 1676, 1645, 1652, 1717, 1829, 1988, 2202, 2401, 2600, 2789, 2966, 3133, 3264, 3353, 3467, 3571, 3664, 3732, 3784, 3830, 3870, 3850, 3776, 3660, 3513, 3352, 3128, 2888, 2669, 2457, 2234, 2016, 1817, 1696, 1581, 1459, 1355, 1285, 1246, 1240, 1216, 1257, 1355, 1485, 1648, 1845, 2078, 2349, 2592, 2804, 2962, 3148, 3320, 3437, 3496, 3518, 3580, 3681, 3762, 3840, 3942, 4034, 4071, 4083, 4079, 4062, 4007, 3872, 3705, 3541, 3376, 3199, 2994, 2789, 2644, 2490, 2333, 2182, 2046, 1934, 1844, 1735, 1684, 1684, 1724, 1786, 1878, 2012, 2185, 2354, 2501, 2648, 2802, 2932, 3028, 3107, 3225, 3376, 3564, 3725, 3888, 4070, 4092, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4093, 4043, 3762, 3477, 3244, 3026, 2835, 2653, 2475, 2325, 2208, 2097, 1989, 1896, 1807, 1771, 1737, 1724, 1754, 1814, 1939, 2097, 2256, 2467, 2682, 2874, 3059, 3225, 3350, 3440, 3498, 3540, 3631, 3670, 3658, 3675, 3735, 3781, 3841, 3844, 3818, 3792, 3730, 3618, 3507, 3428, 3364, 3362, 3362]"
5,"[2377, 2709, 3120, 3598, 4086, 4094, 4093, 4095, 4094, 4095, 4095, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 2573, 3590, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4094, 4094, 4095, 4094, 4095, 4095, 4095, 4094, 4094, 4093, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4085, 3571, 3066, 2641, 2318, 2096, 1967, 1947, 2043, 2237, 2549, 2929, 3357, 3838, 4092, 4094, 4094, 4094, 4095, 4093, 3845, 3322, 2826, 2347, 1879, 1435, 1028, 636, 297, 38, 2, 1, 1, 1, 1, 259, 874, 1522, 2129, 2635, 3019, 3277, 3379, 3330, 3153, 2902, 2593, 2216, 1799, 1309, 807, 306, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 69, 317, 490, 597, 645, 607, 513, 357, 166, 14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 36, 412, 772, 1126, 1472, 1839, 2179, 2482, 2744, 2945, 3076, 3111, 2980, 2696, 2348, 1972, 1561, 1116, 615, 209, 2, 1, 1, 1, 1, 1, 1, 1, 33, 566, 1096, 1610, 2101, 2565, 2955, 3275, 3542, 3736, 3862, 3913, 3896, 3837, 3730, 3560, 3364, 3114, 2844, 2586, 2264, 1883, 1500, 1184, 878, 523, 251, 86, 22, 27, 120, 317, 623, 991, 1395, 1822, 2235, 2630, 2970, 3215, 3405, 3566, 3700, 3812, 3894, 3964, 4037, 4057, 4041, 3972, 3849, 3688, 3494, 3257, 3006, 2760, 2532, 2320, 2136, 1994, 1899, 1814, 1755, 1708, 1680, 1662, 1635, 1620, 1647, 1711, 1796, 1893, 1994, 2152, 2297, 2422, 2517, 2609, 2674, 2717, 2713, 2700, 2701, 2701, 2701, 2722, 2764, 2864, 2985, 3148, 3274, 3387, 3539, 3701, 3792, 3894, 3994, 4034, 4025, 3975, 3898, 3820, 3677, 3488, 3275, 3060, 2860, 2644, 2394, 2190, 2016, 1868, 1747, 1654, 1649, 1692, 1748, 1812, 1879, 1967, 2076, 2155, 2243, 2357, 2496, 2640, 2787, 2934, 3168, 3387, 3520, 3619, 3673, 3705, 3682, 3572, 3457, 3325, 3180, 3024, 2853, 2679, 2535, 2330, 2125, 1928, 1726, 1549, 1379, 1211, 1111, 1077, 1092, 1156, 1259, 1451, 1687, 1893, 2118, 2325, 2521, 2663, 2785, 2921, 3074, 3239, 3418, 3560, 3670, 3838, 3993, 4074, 4091, 4093, 4094, 4094, 4094, 4095, 4094, 4093, 4092, 4025, 3826, 3669, 3491, 3297, 3098, 2894, 2701, 2489, 2287, 2136, 2037, 1980, 1931, 1920, 2008, 2104, 2169, 2238, 2291, 2357, 2461, 2517, 2573, 2671, 2772, 2925, 3097, 3286, 3510, 3703, 3881, 4028, 4087, 4092, 4094, 4094, 4095, 4094, 4095, 4094, 4095, 4095, 4094, 4094, 4094, 4095, 4093, 4093, 3965, 3652, 3411, 3217, 3047, 2868, 2692, 2558, 2417, 2266, 2115, 1970, 1856, 1766, 1661, 1608, 1588, 1640, 1734, 1865, 2074, 2326, 2525, 2694, 2893, 3055, 3187, 3263, 3308, 3360, 3512, 3657, 3732, 3809, 3925, 3989, 4007, 4041, 4038, 4013, 3969, 3888, 3845, 3812, 3722, 3637, 3626, 3611, 3610, 3596, 3569, 3502, 3384, 3263, 3154, 3030, 1750, 1]"
6,"[2456, 2832, 3245, 3752, 4093, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4093, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4095, 4094, 4095, 4094, 4088, 3584, 3069, 2627, 2264, 1989, 1810, 1756, 1810, 2020, 2290, 2683, 3181, 3747, 4092, 4094, 4095, 4094, 4094, 4093, 3984, 3419, 2875, 2346, 1853, 1391, 939, 509, 104, 1, 0, 1, 1, 1, 0, 1, 2, 414, 974, 1547, 2064, 2428, 2652, 2738, 2702, 2574, 2375, 2120, 1806, 1449, 1033, 571, 110, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 2, 3, 32, 87, 87, 39, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 108, 283, 403, 476, 503, 481, 433, 354, 230, 59, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 5, 337, 700, 1051, 1395, 1708, 2015, 2324, 2612, 2883, 3151, 3362, 3484, 3541, 3498, 3325, 3037, 2662, 2237, 1745, 1165, 629, 192, 2, 1, 0, 1, 1, 1, 1, 1, 312, 866, 1358, 1820, 2265, 2633, 2979, 3281, 3520, 3689, 3829, 3897, 3897, 3823, 3688, 3501, 3241, 2918, 2584, 2255, 1933, 1592, 1192, 851, 567, 291, 63, 3, 2, 1, 1, 2, 228, 663, 1134, 1568, 1985, 2407, 2797, 3140, 3417, 3637, 3803, 3926, 3972, 4005, 4032, 4045, 4040, 3997, 3914, 3840, 3729, 3557, 3358, 3168, 2983, 2783, 2531, 2325, 2167, 2056, 1984, 1938, 1926, 1965, 2006, 2045, 2101, 2162, 2232, 2281, 2304, 2351, 2406, 2472, 2532, 2590, 2661, 2743, 2802, 2832, 2842, 2838, 2824, 2772, 2711, 2678, 2679, 2688, 2727, 2804, 2937, 3090, 3224, 3370, 3499, 3606, 3681, 3666, 3614, 3544, 3451, 3332, 3189, 3049, 2950, 2820, 2661, 2487, 2321, 2139, 1948, 1749, 1593, 1486, 1430, 1418, 1437, 1518, 1658, 1827, 1976, 2118, 2255, 2401, 2515, 2614, 2736, 2885, 3042, 3207, 3342, 3509, 3639, 3741, 3799, 3802, 3761, 3684, 3513, 3336, 3159, 2972, 2753, 2532, 2328, 2171, 1992, 1828, 1680, 1553, 1464, 1397, 1330, 1332, 1390, 1506, 1637, 1806, 2011, 2266, 2489, 2700, 2902, 3044, 3171, 3271, 3359, 3470, 3588, 3719, 3891, 4018, 4082, 4091, 4093, 4093, 4094, 4094, 4094, 4094, 4093, 4046, 3779, 3541, 3323, 3128, 2980, 2818, 2645, 2483, 2328, 2201, 2074, 1937, 1855, 1820, 1817, 1838, 1882, 1969, 2074, 2166, 2234, 2305, 2368, 2447, 2506, 2552, 2647, 2834, 2980, 3110, 3279, 3530, 3720, 3902, 4043, 4090, 4093, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4093, 4079, 3896, 3668, 3446, 3252, 3082, 2917, 2758, 2609, 2498, 2392, 2249, 2118, 2002, 1938, 1871, 1802, 1795, 1782, 1847, 1948, 2044, 2220, 2449, 2655, 2811, 2966, 3158, 3276, 3361, 3439, 3492, 3561, 3642, 3754, 3828, 3893, 3955, 4007, 4025, 3994, 3968, 3925, 3873, 3811, 3739, 3674, 3674, 3683, 3653, 3690]"
7,"[2449, 2823, 3310, 3837, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4095, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4095, 4094, 4094, 4094, 4094, 4095, 4094, 4095, 4094, 4094, 4095, 4094, 4094, 4094, 4093, 3755, 3243, 2813, 2474, 2232, 2085, 2027, 2072, 2219, 2464, 2838, 3300, 3764, 4083, 4094, 4094, 4094, 4095, 4093, 3873, 3311, 2761, 2228, 1689, 1174, 703, 250, 2, 1, 1, 1, 1, 1, 1, 1, 149, 770, 1430, 2082, 2596, 2962, 3153, 3208, 3132, 2954, 2706, 2396, 2028, 1606, 1131, 657, 195, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 33, 229, 358, 390, 382, 341, 266, 153, 38, 3, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 130, 470, 796, 1121, 1428, 1730, 2039, 2342, 2613, 2839, 3006, 3116, 3149, 3077, 2865, 2539, 2153, 1732, 1319, 879, 472, 116, 2, 1, 0, 1, 0, 0, 0, 0, 103, 649, 1198, 1713, 2182, 2586, 2941, 3225, 3426, 3571, 3659, 3695, 3674, 3592, 3476, 3326, 3120, 2871, 2571, 2228, 1895, 1543, 1196, 905, 624, 402, 231, 123, 119, 175, 313, 538, 857, 1260, 1650, 2032, 2425, 2763, 3078, 3335, 3576, 3761, 3914, 4013, 4061, 4080, 4087, 4088, 4079, 3995, 3857, 3718, 3580, 3412, 3218, 3045, 2893, 2735, 2565, 2399, 2251, 2143, 2033, 1916, 1838, 1800, 1785, 1795, 1822, 1898, 2008, 2109, 2200, 2287, 2363, 2426, 2453, 2459, 2480, 2511, 2542, 2562, 2570, 2617, 2651, 2658, 2653, 2649, 2654, 2674, 2672, 2699, 2798, 2928, 3085, 3242, 3429, 3648, 3803, 3874, 3901, 3883, 3825, 3718, 3532, 3353, 3167, 2981, 2786, 2610, 2467, 2349, 2226, 2100, 1977, 1883, 1814, 1740, 1687, 1698, 1768, 1871, 1997, 2142, 2342, 2542, 2724, 2887, 3035, 3201, 3349, 3446, 3536, 3609, 3673, 3745, 3786, 3784, 3792, 3752, 3660, 3524, 3363, 3183, 2964, 2680, 2419, 2188, 1982, 1787, 1617, 1507, 1460, 1417, 1394, 1403, 1444, 1518, 1584, 1660, 1779, 1921, 2071, 2260, 2429, 2654, 2889, 3125, 3315, 3470, 3614, 3740, 3784, 3791, 3826, 3895, 3982, 4034, 4059, 4085, 4088, 4084, 4046, 3935, 3774, 3573, 3330, 3095, 2869, 2652, 2457, 2269, 2134, 2038, 1954, 1881, 1830, 1804, 1803, 1774, 1746, 1753, 1811, 1883, 1946, 2039, 2234, 2425, 2582, 2737, 2905, 3070, 3263, 3389, 3537, 3684, 3838, 4024, 4087, 4093, 4094, 4094, 4095, 4094, 4095, 4094, 4094, 4094, 4094, 4094, 4094, 4094, 4093, 4092, 4012, 3810, 3601, 3403, 3225, 3045, 2814, 2592, 2397, 2221, 2053, 1914, 1818, 1780, 1772, 1777, 1804, 1832, 1917, 2016, 2089, 2197, 2340, 2488, 2655, 2834, 3066, 3293, 3496, 3633, 3694, 3754, 3828, 3825, 3838, 3842, 3862, 3892, 3906, 3876, 3865, 3826, 3800, 3816, 3792, 3746, 3692, 3615, 3533, 3425]"
